datetime,Open,High,Low,close,Volume,quote_av,trades,tb_base_av,tb_quote_av
2018-01-19 23:00:00,112.05,114.87,111.72,114.75,786.964515,89206.41562091307,5903,473.323634,53655.89090924628
2018-01-20 23:00:00,128.43,128.43,127.04,128.0,567.429295,72622.20891668255,6587,285.232191,36508.5085517392
2018-01-21 23:00:00,110.95,115.42,110.91,115.3,1179.385685,133448.451302454,10531,593.025829,67104.16817110941
2018-01-22 23:00:00,106.4,108.49,104.6,107.6,1611.083011,172025.3953114882,13260,875.901944,93527.95704586264
2018-01-23 23:00:00,110.5,110.58,106.78,107.99,1518.553064,165468.7514614611,16001,684.280232,74565.41561531798
2018-01-24 23:00:00,110.89,113.9,110.82,113.5,843.169973,94674.10481658834,9513,505.064847,56712.71709723371
2018-01-25 23:00:00,112.0,112.29,111.11,111.75,536.966636,60031.62963058087,5371,240.751234,26918.514920102523
2018-01-26 23:00:00,108.33,111.68,108.06,110.89,691.578823,75898.36271673707,9920,397.511277,43627.80849941879
2018-01-27 23:00:00,115.26,115.5,114.0,114.91,644.850663,74109.61413964613,7646,242.034556,27819.46713997536
2018-01-28 23:00:00,119.45,119.6,118.38,118.8,373.776992,44506.45209010624,5854,151.304877,18019.74868997931
2018-01-29 23:00:00,111.63,113.19,111.62,112.51,376.050061,42212.17372685128,5106,177.706333,19950.75746168769
2018-01-30 23:00:00,103.76,104.0,100.95,102.37,960.773868,98745.47516031386,10343,398.816241,40992.150086957074
2018-01-31 23:00:00,101.73,102.98,101.25,102.85,293.908913,30042.79234784311,3947,147.455894,15075.198174674795
2018-02-01 23:00:00,91.2,93.49,91.0,92.24,883.71464,81291.50373325283,9433,453.973421,41762.5290208045
2018-02-02 23:00:00,88.25,89.67,87.7,88.73,892.332795,79054.21840881369,12583,478.806949,42420.87797048737
2018-02-03 23:00:00,90.8,92.19,90.22,92.0,807.514689,73732.80535751837,9854,378.047481,34521.30604076413
2018-02-04 23:00:00,84.44,84.61,81.25,81.85,1066.881753,88595.36595401664,14237,526.778402,43746.52335041676
2018-02-05 23:00:00,68.51,69.9,67.33,69.4,3196.657886,219883.75232355835,23271,1531.718435,105361.82929977449
2018-02-06 23:00:00,76.03,78.34,75.12,76.52,2906.644226,222372.60094547,23466,1487.351712,113791.60004058846
2018-02-07 23:00:00,77.81,78.18,75.31,75.99,4309.277752,331051.851756577,26105,1673.707234,128581.64024241413
2018-02-08 00:00:00,75.99,78.44,75.72,77.84,1526.537318,117542.65100596414,12422,849.258813,65394.23455501717
2018-02-09 23:00:00,85.66,87.19,85.51,86.84,1276.798174,110190.480093225,16670,731.92832,63168.85899664072
2018-02-10 23:00:00,85.4,85.72,84.51,85.34,1335.388246,113834.82235501126,15993,661.575312,56397.96508412612
2018-02-11 23:00:00,82.88,82.98,80.15,80.64,2323.770808,189769.73290708463,23737,1031.970412,84277.68472432026
2018-02-12 23:00:00,88.95,89.89,88.25,89.03,2748.510901,244701.7921004438,23973,1424.245547,126803.692839874
2018-02-13 23:00:00,85.8,85.84,84.8,85.4,966.115969,82567.66929019205,11666,462.602707,39537.8813975171
2018-02-14 23:00:00,94.3,94.9,93.84,94.5,1624.293941,153309.24547248942,15896,858.366804,81019.31422213257
2018-02-15 23:00:00,100.63,101.67,99.91,100.0,1480.621193,148886.29192814097,13574,702.721249,70665.9286956334
2018-02-16 23:00:00,101.8,102.13,101.31,101.6,1049.857127,106785.7729405534,12356,565.770032,57549.40381139714
2018-02-17 23:00:00,109.15,110.75,109.0,110.39,2815.286707,309188.5868104959,24023,1607.724416,176570.53157941153
2018-02-18 23:00:00,105.71,105.76,103.31,103.83,2603.349707,272454.63936933444,20678,1229.890457,128717.45434939604
2018-02-19 23:00:00,110.69,111.75,110.42,111.53,1141.733693,126849.6718099322,10352,605.882202,67317.74252543114
2018-02-20 23:00:00,113.75,114.32,111.0,112.01,6053.05325,682604.6533754776,43679,2862.916813,322854.9698395798
2018-02-21 23:00:00,104.63,105.62,103.6,104.37,2101.423242,219720.43674121992,17909,999.566508,104515.33274172788
2018-02-22 23:00:00,99.25,99.39,97.92,98.11,1400.091877,138147.18667697196,12648,651.526726,64288.83580331658
2018-02-23 23:00:00,101.35,102.3,100.8,101.31,1816.393445,184260.6321274965,16818,971.570032,98561.4616014442
2018-02-24 23:00:00,95.89,97.37,95.8,96.94,1156.510408,111607.83022033916,12102,480.143991,46338.616403691565
2018-02-25 23:00:00,96.6,96.7,95.17,95.9,904.089834,86880.2555174264,7908,396.718884,38126.1619975408
2018-02-26 23:00:00,103.63,103.9,102.7,103.24,1006.443723,104039.33454390727,7425,403.642696,41728.94294396301
2018-02-27 23:00:00,107.37,107.59,105.6,105.69,898.192485,95718.1867320568,8661,372.015779,39647.93697169526
2018-02-28 23:00:00,104.3,104.7,103.0,103.27,1868.280232,193961.0048828323,13968,681.996786,70806.79695060196
2018-03-01 23:00:00,109.74,109.94,108.78,109.2,1059.500024,115930.75098105433,8388,517.904472,56672.0298773377
2018-03-02 23:00:00,111.2,111.3,109.43,110.39,938.034455,103732.59911785922,9780,476.549306,52701.95474457009
2018-03-03 23:00:00,114.1,114.8,113.87,114.64,564.202859,64523.78455880447,4925,305.439891,34933.564712031985
2018-03-04 23:00:00,114.19,115.65,114.1,115.15,1041.32081,119519.61361158467,9816,573.361008,65811.19922906924
2018-03-05 23:00:00,116.0,116.31,114.54,114.54,700.054772,80753.23187731937,8194,288.359183,33266.41143493468
2018-03-06 23:00:00,107.84,108.04,106.01,107.16,1259.97289,135153.58568440704,10708,565.781501,60692.671925218434
2018-03-07 23:00:00,99.25,99.79,98.01,99.1,1797.33683,178007.90614682884,15082,822.043645,81417.73683749179
2018-03-08 23:00:00,92.33,93.4,92.28,92.72,1134.002488,105106.50531419757,11083,649.776706,60227.383322932124
2018-03-09 23:00:00,92.14,93.33,91.5,92.27,2701.256373,249356.78555376857,17263,1148.33795,106007.3488613262
2018-03-10 23:00:00,88.25,88.45,87.17,87.7,1209.765497,106332.8867542075,9836,550.156508,48358.651514877056
2018-03-11 23:00:00,95.23,95.94,94.45,95.33,1397.063756,133058.66535427968,13160,616.734536,58741.47788416216
2018-03-12 23:00:00,90.65,92.34,90.49,91.31,1292.421472,117872.154433495,10414,661.042879,60291.03413778576
2018-03-13 23:00:00,91.56,91.96,91.2,91.5,812.091069,74354.44579562113,8208,404.954486,37079.62208089772
2018-03-14 23:00:00,81.61,82.79,81.5,81.7,1714.437348,140416.52366447955,12828,887.453833,72686.56883090107
2018-03-15 23:00:00,83.18,83.3,82.05,82.41,1020.868592,84465.1609109654,7855,479.203794,39650.80949699161
2018-03-16 23:00:00,84.77,85.02,82.57,82.6,2114.757589,177093.2735375071,13951,895.048603,74955.25458577754
2018-03-17 23:00:00,79.93,80.0,78.0,78.25,1609.937957,127258.61507901124,10091,687.086509,54313.47468199778
2018-03-18 23:00:00,81.45,82.59,81.09,81.9,3136.680285,256446.3088306568,20322,1416.576453,115817.61616478048
2018-03-19 23:00:00,85.05,86.3,84.42,86.0,1888.424829,161355.48245168358,15276,1000.444071,85484.43466539778
2018-03-20 23:00:00,89.5,89.51,88.11,89.1,1758.68852,156622.45252850858,12459,832.923542,74179.50829164982
2018-03-21 23:00:00,88.13,89.3,87.77,88.85,1557.647156,137876.2763652036,12265,855.141299,75695.45281697706
2018-03-22 23:00:00,87.09,87.7,86.6,87.23,1497.859094,130550.42159588564,10097,743.702995,64821.86877744523
2018-03-23 23:00:00,86.6,89.09,86.41,88.98,2043.032808,179321.26993199086,15336,1323.34643,116154.4344683404
2018-03-24 23:00:00,86.24,86.72,84.91,85.47,1869.02057,160429.4134618995,12137,801.346054,68786.86150180409
2018-03-25 23:00:00,84.49,84.95,83.88,84.7,1402.211358,118496.1043620937,10522,637.82352,53902.59557645781
2018-03-26 23:00:00,81.96,82.68,81.01,81.34,2091.933086,171014.1411436912,13833,1067.222514,87246.73404416861
2018-03-27 23:00:00,79.7,79.8,77.56,77.95,1909.080858,150348.0876573122,12288,729.551796,57457.68230387504
2018-03-28 23:00:00,79.43,79.8,79.06,79.49,739.123622,58722.93141199555,6004,395.769757,31445.51647087412
2018-03-29 23:00:00,71.86,72.44,70.6,70.9,2046.688244,146238.70113329834,12880,943.241224,67397.81376459917
2018-03-30 23:00:00,67.81,68.98,67.5,68.4,1508.942857,102871.76732036332,9775,795.019682,54201.86232652904
2018-03-31 23:00:00,69.63,69.91,68.88,69.24,772.21013,53606.26733240037,5279,409.51789,28430.06497852756
2018-04-01 23:00:00,68.01,68.29,67.65,68.13,1043.202358,70961.34151185749,6219,569.74839,38757.3128156557
2018-04-02 23:00:00,70.31,70.7,70.0,70.56,1159.574182,81627.3908041043,8190,608.03702,42804.0027112217
2018-04-03 23:00:00,73.9,74.4,73.53,74.05,901.022636,66651.65346505435,6918,470.139275,34779.54074828278
2018-04-04 23:00:00,67.64,68.3,67.07,67.96,1150.40113,77934.11616680733,8918,658.195731,44591.02847710148
2018-04-05 23:00:00,68.16,68.4,67.5,67.71,1015.564277,69002.04788906084,6256,586.495141,39850.57780220688
2018-04-06 23:00:00,65.25,66.1,65.17,66.01,906.885413,59524.568462249255,5865,612.312601,40190.97605826707
2018-04-07 23:00:00,69.24,69.38,68.5,68.96,1081.938301,74678.16654990881,6782,548.892301,37887.659560207794
2018-04-08 23:00:00,70.27,70.3,69.92,70.18,656.91063,46096.80725798957,4458,320.929827,22522.11841225309
2018-04-09 23:00:00,66.94,67.95,66.93,67.83,932.338679,62853.83646364012,5335,522.095529,35198.67871723813
2018-04-10 23:00:00,67.92,68.45,67.7,68.44,793.7928,54082.69864248326,6430,452.338204,30820.17597190984
2018-04-11 23:00:00,69.31,69.87,69.31,69.54,1571.579484,109239.92586983409,9938,949.43348,65996.15609757372
2018-04-12 23:00:00,78.9,79.86,78.51,79.23,2540.717479,201038.121554536,15360,1283.953576,101596.72958059768
2018-04-13 23:00:00,78.95,79.67,78.44,78.77,2241.195732,176969.68238427147,13375,1073.945609,84803.13364674796
2018-04-14 23:00:00,80.6,80.64,79.41,79.99,1224.272884,98141.16907214271,7851,567.64969,45506.550374435305
2018-04-15 23:00:00,83.5,83.66,83.06,83.55,836.271537,69784.87699165524,4757,445.392017,37168.85769997778
2018-04-16 23:00:00,80.18,80.86,80.14,80.65,974.544493,78412.96862394098,8107,532.125854,42817.28315095515
2018-04-17 23:00:00,79.17,79.23,78.6,78.85,1004.967619,79359.11576751813,6795,494.493663,39050.60653724414
2018-04-18 23:00:00,81.56,81.87,81.41,81.73,928.743185,75828.47110415105,5946,525.276068,42888.63553934895
2018-04-19 23:00:00,82.6,82.95,82.3,82.78,673.662638,55686.71034699871,6506,356.236358,29449.37346914724
2018-04-20 23:00:00,88.23,88.88,87.54,88.57,2619.548763,231324.49857558115,18366,1392.607705,122979.07958464613
2018-04-21 23:00:00,88.06,89.3,87.89,89.15,1279.453007,113366.76676992667,9776,763.793608,67678.21525595878
2018-04-22 23:00:00,88.48,88.48,87.28,87.87,2690.806576,236867.41173438387,16353,1255.467361,110519.1371804696
2018-04-23 23:00:00,89.24,89.5,88.88,89.34,731.482376,65281.497137942446,5356,447.233949,39915.34300822295
2018-04-24 23:00:00,95.6,97.31,95.11,96.2,3403.597578,326931.9709923784,22253,1975.252708,189734.56920780992
2018-04-25 23:00:00,89.5,90.08,87.7,88.7,2954.549154,262938.89338589925,17893,1320.592377,117528.03894556634
2018-04-26 23:00:00,92.21,93.07,91.88,92.66,2394.469422,221385.9522403742,14610,1326.784621,122672.85988295297
2018-04-27 23:00:00,90.32,90.74,88.89,89.15,1329.768951,119384.23289614472,9266,648.835651,58253.58054797131
2018-04-28 23:00:00,93.6,93.84,93.3,93.48,882.276909,82545.5327382092,7399,516.6926020000001,48343.52524502726
2018-04-29 23:00:00,94.08,94.29,93.8,94.19,864.4478,81339.15737094093,7704,419.88264,39510.76206441786
2018-04-30 23:00:00,91.86,92.5,91.81,92.46,1336.912475,123211.39078557464,12005,802.818395,73990.50696589497
2018-05-01 23:00:00,90.42,91.12,90.32,90.71,1252.290761,113517.6370336057,8277,542.880853,49213.62388178297
2018-05-02 23:00:00,92.61,92.68,92.1,92.48,1395.12941,129009.10086372872,10241,889.981267,82299.1885056028
2018-05-03 23:00:00,97.24,98.44,97.11,97.5,2059.237325,200928.98681094783,14898,1128.309903,110096.44397909685
2018-05-04 23:00:00,97.55,97.63,97.0,97.14,554.324391,53956.42837314792,4799,244.50748,23802.412622569136
2018-05-05 23:00:00,98.5,98.89,98.32,98.64,716.450495,70636.78413262693,4810,367.821317,36266.89278932699
2018-05-06 23:00:00,96.55,96.81,96.15,96.59,569.869939,55012.08284689157,5284,259.680213,25070.714091457587
2018-05-07 23:00:00,93.1,93.84,92.93,93.65,729.055881,68083.18940688376,5296,385.131627,35967.88092087287
2018-05-08 23:00:00,92.0,92.54,91.7,91.87,613.902328,56501.66679787677,5312,275.560855,25364.302453465265
2018-05-09 23:00:00,93.2,93.31,92.82,93.1,638.423033,59446.38414488926,5749,329.011044,30637.92528994724
2018-05-10 23:00:00,90.9,90.97,89.7,90.02,1790.384866,161849.17207847015,17115,929.873585,84061.90294752477
2018-05-11 23:00:00,84.12,84.75,83.5,84.0,1060.078355,89149.56846350907,9250,546.262976,45941.19722453186
2018-05-12 23:00:00,84.54,85.4,84.2,84.66,1058.367309,89647.52545236745,8044,529.490692,44851.88595886433
2018-05-13 23:00:00,87.37,87.37,86.4,86.8,1213.007542,105517.08826533324,7479,427.861026,37221.58561763741
2018-05-14 23:00:00,86.01,86.87,85.93,86.63,829.103063,71606.3101211638,8412,478.184035,41300.666906150334
2018-05-15 23:00:00,84.52,85.02,84.36,84.62,688.810514,58298.784059813865,11902,416.62176,35263.244664485
2018-05-16 23:00:00,82.77,83.52,82.66,83.3,642.689963,53386.29867359894,8320,387.384739,32180.520548638982
2018-05-17 23:00:00,80.75,81.0,79.79,80.41,2263.736092,182205.45292979293,15559,1037.401673,83501.41921369145
2018-05-18 23:00:00,82.2,82.5,82.16,82.4,570.698604,46980.44428067456,4490,343.653765,28291.537419504628
2018-05-19 23:00:00,82.19,82.48,81.88,82.33,600.623512,49388.353507158194,4231,358.035493,29442.37170614427
2018-05-20 23:00:00,84.89,85.29,84.83,85.27,527.093353,44843.96563481172,6411,286.887595,24409.71601769258
2018-05-21 23:00:00,83.98,84.19,83.74,83.81,554.592138,46551.43906868365,4037,293.582911,24644.78177718878
2018-05-22 23:00:00,79.62,80.4,79.58,79.77,1390.09693,110991.03561806772,11374,734.062277,58612.42424372707
2018-05-23 23:00:00,75.4,75.66,74.41,75.02,1670.128025,125465.69153117598,12358,621.498167,46691.41195215908
2018-05-24 23:00:00,75.78,76.41,75.37,75.75,1852.984948,140508.7681728754,10325,936.825454,71039.7911100803
2018-05-25 23:00:00,73.9,75.05,73.62,74.57,1020.257873,75792.78653123864,9917,607.623027,45140.52383769197
2018-05-26 23:00:00,73.28,73.65,73.07,73.34,1096.946456,80448.25299084844,13630,544.056114,39902.03055880092
2018-05-27 23:00:00,73.39,73.76,73.2,73.39,638.940364,46923.148786625774,7124,375.453993,27574.484107193453
2018-05-28 23:00:00,71.32,71.35,70.84,70.99,1087.691586,77365.63489718559,6717,552.571095,39305.18262078348
2018-05-29 23:00:00,74.2,74.69,74.01,74.61,943.881635,70207.16268894607,7582,536.48695,39906.2128962085
2018-05-30 23:00:00,73.5,73.99,73.5,73.76,1498.950331,110456.40699699298,7497,942.292519,69438.12249508048
2018-05-31 23:00:00,74.49,74.99,74.49,74.85,1008.849239,75370.19857808537,6925,524.325198,39173.64697476997
2018-06-01 23:00:00,75.18,75.4,75.1,75.21,663.65869,49925.991001194845,6388,377.458458,28397.223139174363
2018-06-02 23:00:00,76.34,76.49,76.3,76.4,887.002223,67754.10061488346,7323,556.11543,42480.574874081896
2018-06-03 23:00:00,77.13,77.22,76.9,77.14,955.536499,73673.47689653558,8925,561.100713,43263.40313607716
2018-06-04 23:00:00,75.07,75.08,74.59,74.87,1437.465808,107674.24757571798,8218,818.222621,61291.074543835406
2018-06-05 23:00:00,76.38,76.4,76.01,76.25,727.519783,55483.88004744218,8398,416.704448,31781.355168728
2018-06-06 23:00:00,76.54,76.69,76.32,76.59,814.953059,62375.53310093963,6769,491.030326,37584.39513498505
2018-06-07 23:00:00,76.56,76.98,76.45,76.91,842.021868,64607.65443441503,6442,524.046589,40211.11793083314
2018-06-08 23:00:00,76.38,76.41,75.95,76.03,716.169563,54570.62174786471,34223,398.380342,30357.438540237777
2018-06-09 23:00:00,76.03,76.18,74.5,74.92,2685.705479,202520.0520516713,22495,1370.837522,103372.11037546094
2018-06-10 23:00:00,66.64,67.73,66.52,67.65,2261.581536,151834.35837225974,13109,1286.138276,86348.09348756429
2018-06-11 23:00:00,67.8,69.22,67.8,68.72,2203.459682,150689.4135821168,14189,1112.334969,76071.65952224865
2018-06-12 23:00:00,65.2,65.77,64.5,65.3,2414.21208,157385.55899861443,13152,1298.881349,84677.2344200708
2018-06-13 23:00:00,63.25,63.43,62.75,62.93,1040.745721,65662.83284883037,7209,592.196087,37364.25399327901
2018-06-14 23:00:00,66.13,66.67,65.8,66.36,1392.749237,92258.51637305992,7908,750.093127,49689.20854716216
2018-06-15 23:00:00,64.06,64.25,63.62,63.89,1512.824531,96758.175399131,8374,860.864832,55061.10811107577
2018-06-16 23:00:00,65.33,65.33,64.64,64.84,906.407276,58948.75161291887,4744,460.613032,29957.84933791804
2018-06-17 23:00:00,64.79,64.85,64.22,64.5,1004.704194,64896.65016421116,7545,440.224994,28437.17622677651
2018-06-18 23:00:00,67.17,67.21,66.92,67.12,996.534294,66877.01344667187,6439,494.039668,33156.49403771864
2018-06-19 23:00:00,67.25,67.51,67.16,67.41,399.971855,26934.241872197825,3952,286.207351,19274.25863076585
2018-06-20 23:00:00,67.3,67.65,67.27,67.61,838.327634,56555.32036200381,4788,458.76991,30951.096281863163
2018-06-21 23:00:00,67.22,67.25,67.08,67.19,563.978309,37894.04596918967,3967,349.528148,23486.286285139973
2018-06-22 23:00:00,60.71,60.77,60.22,60.45,1048.850433,63498.19734964393,6951,669.198599,40514.88412376139
2018-06-23 23:00:00,61.92,61.99,61.44,61.5,848.120708,52341.74459232071,5433,525.329638,32421.87742069793
2018-06-24 23:00:00,61.38,61.64,61.06,61.37,870.794198,53437.18669337243,6092,564.012467,34612.28923716012
2018-06-25 23:00:00,62.34,62.56,62.29,62.52,927.685318,57916.54481638064,5600,512.080408,31971.21314835687
2018-06-26 23:00:00,61.56,61.58,60.35,60.71,1783.020606,108853.1873868045,9998,800.276825,48858.483370925904
2018-06-27 23:00:00,61.39,61.9,61.1,61.34,1069.243691,65690.03734301784,5179,524.582919,32229.831863083
2018-06-28 23:00:00,59.4,59.4,58.27,58.54,2815.23751,165825.67322557227,15903,1272.693381,74966.95339064053
2018-06-29 23:00:00,62.47,62.75,61.74,61.98,2167.129417,134872.5201722779,13459,1206.356809,75079.67504098057
2018-06-30 23:00:00,63.46,64.23,63.29,63.9,1420.489904,90516.42989339148,8600,801.967861,51104.3674922306
2018-07-01 23:00:00,63.75,64.05,63.5,63.57,1395.717869,88931.57674439052,10536,743.185466,47355.368427563946
2018-07-02 23:00:00,66.25,66.3,65.99,66.15,864.759542,57227.593462641664,6505,436.984134,28920.13835840908
2018-07-03 23:00:00,64.82,65.37,64.63,65.14,2147.882385,139595.62911466215,12466,1080.359858,70216.59272682255
2018-07-04 23:00:00,65.9,66.0,65.55,65.87,1215.185992,79998.30655674322,8701,584.148362,38457.45168278309
2018-07-05 23:00:00,65.38,65.64,65.18,65.29,1069.776602,69937.15498413214,7842,660.153725,43159.11570736597
2018-07-06 23:00:00,65.75,66.17,65.73,66.1,1027.473117,67749.93227826737,5156,634.327254,41827.78485144532
2018-07-07 23:00:00,65.74,68.18,65.69,67.57,3952.448128,264012.3769718598,25386,2166.550992,144720.99890417772
2018-07-08 23:00:00,67.49,67.49,66.67,67.12,2433.015781,163485.17861796514,11604,977.668628,65695.92375839902
2018-07-09 23:00:00,66.96,67.05,66.12,66.62,2287.281901,152539.2091544594,11632,907.446987,60519.80133990082
2018-07-10 23:00:00,63.62,63.64,62.63,62.97,2794.982642,176688.5970220572,12558,1194.647943,75523.09040546087
2018-07-11 23:00:00,63.61,63.81,63.54,63.78,768.309743,48933.09605747302,3958,431.635747,27491.966113309696
2018-07-12 23:00:00,61.43,62.74,60.7,62.51,3456.515841,213770.7318533504,16930,1771.004843,109530.5881139528
2018-07-13 23:00:00,62.2,62.45,61.99,62.15,563.953582,35078.92328557052,3886,337.706628,21007.20483091965
2018-07-14 23:00:00,62.51,62.65,62.48,62.52,563.868264,35267.40539532172,3247,227.697925,14243.33774335422
2018-07-15 23:00:00,63.63,63.7,63.44,63.53,922.955602,58680.39394992449,4166,488.471483,31057.91868999833
2018-07-16 23:00:00,66.72,67.47,66.67,67.23,1438.238549,96399.53459791475,8962,822.566239,55134.849290914855
2018-07-17 23:00:00,73.15,73.38,73.0,73.17,1493.868955,109317.99459026968,8834,928.457458,67943.82836102259
2018-07-18 23:00:00,73.62,73.94,73.4,73.82,1879.920036,138544.5099516157,9532,945.088998,69652.07767258742
2018-07-19 23:00:00,74.86,75.12,74.21,74.66,1620.243449,121053.950699835,9617,890.884333,66562.70851300354
2018-07-20 23:00:00,73.52,73.6,73.05,73.37,997.124366,73178.72853059058,5480,637.184683,46764.16215201937
2018-07-21 23:00:00,74.25,74.3,73.99,73.99,730.788111,54176.88898443072,4844,382.326706,28345.51169436403
2018-07-22 23:00:00,74.09,74.19,73.83,73.95,989.159319,73216.98009162692,3722,635.770773,47060.693680952274
2018-07-23 23:00:00,77.28,77.35,76.99,77.21,1316.225462,101624.95911082314,6794,699.060339,53975.82909327458
2018-07-24 23:00:00,83.2,84.86,83.2,83.97,3430.905986,287541.685496522,18735,1838.192989,154059.53585491833
2018-07-25 23:00:00,82.71,82.89,81.62,81.76,2181.765578,179440.26374607024,9936,1170.675063,96284.58783654185
2018-07-26 23:00:00,79.17,79.58,78.5,79.2,4110.981315,325233.48709111474,19308,1935.956664,153162.10197829618
2018-07-27 23:00:00,82.53,82.69,81.28,81.88,2279.917095,187174.30645885773,11788,1185.755349,97348.9020222688
2018-07-28 23:00:00,81.76,82.46,81.69,82.25,1167.792622,95808.35387244812,5725,652.252563,53514.08948348657
2018-07-29 23:00:00,82.0,82.79,82.0,82.11,1610.209838,132403.2166224223,8945,1014.855721,83450.37155682602
2018-07-30 23:00:00,81.66,82.0,81.51,81.74,1130.436467,92390.68230975037,5139,640.022853,52310.9025560937
2018-07-31 23:00:00,77.0,77.77,76.33,77.31,3048.516097,235048.7258136869,13875,1725.234344,133021.84479858703
2018-08-01 23:00:00,75.92,76.25,75.62,76.05,1250.265519,94971.48508258729,6519,733.537126,55721.82184314611
2018-08-02 23:00:00,75.46,75.72,75.24,75.26,1220.248601,92035.67765490928,5758,692.335771,52220.16429528323
2018-08-03 23:00:00,74.24,74.32,73.58,74.19,1601.962931,118681.2173766938,7791,901.458877,66786.08434951543
2018-08-04 23:00:00,70.08,70.25,69.91,70.1,319.736232,22412.081537450824,3281,177.839068,12467.279225808328
2018-08-05 23:00:00,70.29,70.47,70.11,70.24,1142.842187,80320.7164497132,4346,691.037166,48568.549837816885
2018-08-06 23:00:00,68.76,69.53,68.76,69.35,1874.189439,129505.08877063706,7755,956.310957,66082.06387014422
2018-08-07 23:00:00,67.53,67.53,66.9,67.2,2373.020039,159684.83677381018,9573,1351.224788,90927.82348113404
2018-08-08 23:00:00,62.61,62.86,62.15,62.85,1703.296378,106659.75791481798,9309,841.867243,52718.983180875446
2018-08-09 23:00:00,65.96,65.98,65.0,65.3,2675.74504,175425.3081753759,11386,1516.500356,99425.14624915936
2018-08-10 23:00:00,60.9,61.94,60.56,61.44,3650.661951,223460.3990866851,14240,2067.92699,126581.05301255116
2018-08-11 23:00:00,63.93,64.04,62.1,62.32,2467.424576,155695.65664991387,12403,1002.166268,63239.0384107459
2018-08-12 23:00:00,63.38,63.41,62.86,63.08,1897.160414,119869.10824253217,7621,1044.489982,65995.88267737838
2018-08-13 23:00:00,62.63,62.91,62.45,62.46,1321.865005,82769.45896350835,7236,678.142473,42463.86768399363
2018-08-14 23:00:00,61.25,62.19,61.03,61.88,1781.906192,109748.73762978987,10510,1034.043884,63688.71391950934
2018-08-15 23:00:00,63.34,63.49,62.22,62.67,3706.201541,233237.63613809863,18785,1739.668027,109481.969870846
2018-08-16 23:00:00,62.72,63.23,62.59,63.12,741.463302,46651.06397648824,4634,344.33456,21666.376008115512
2018-08-17 23:00:00,65.69,65.85,65.21,65.84,2023.984429,132874.40594210778,12142,1174.022684,77075.86783365105
2018-08-18 23:00:00,63.97,64.25,63.67,63.88,1600.740739,102358.13821370222,8082,949.200534,60697.20094145169
2018-08-19 23:00:00,65.19,65.2,64.62,64.77,2800.044838,181853.70048779412,6868,1644.291437,106792.65957368333
2018-08-20 23:00:00,62.95,62.98,62.2,62.55,2764.400161,173244.00903647247,17088,1236.061745,77465.29739010049
2018-08-21 23:00:00,64.75,64.92,64.56,64.8,582.354846,37714.15106117648,3779,287.28015,18606.32283611074
2018-08-22 23:00:00,63.51,64.06,63.25,63.61,2793.336877,177677.53114758362,11017,1583.358195,100715.0355069271
2018-08-23 23:00:00,65.02,65.35,64.88,65.25,1144.063784,74509.40733025043,6493,610.556366,39765.20421767505
2018-08-24 23:00:00,66.72,67.25,66.63,66.82,2063.871749,137981.17960474093,8582,1221.128192,81640.50174851924
